_id,gene_name,symbol
21549,uncharacterized LOC101262606,LOC101262606
21550,tryptophan aminotransferase-related protein 2-like,LOC101262607
21551,formin-like protein 5-like,LOC101262608
21552,uncharacterized LOC101262609,LOC101262609
21553,TMV resistance protein N-like,LOC101262610
21554,"probable alpha,alpha-trehalose-phosphate synthase [UDP-forming] 9-like",LOC101262611
21555,uncharacterized LOC101262612,LOC101262612
21556,SKP1-interacting partner 15-like,LOC101262613
21557,uncharacterized LOC101262614,LOC101262614
21558,uncharacterized LOC101262616,LOC101262616
21559,protein FLOWERING LOCUS T-like,LOC101262617
21560,superkiller viralicidic activity 2-like 2 (S. cerevisiae),SKIV2L2
21561,monocopper oxidase-like protein SKU5-like,LOC101262620
21562,tubulin beta-1 chain-like,LOC101262621
21563,UDP-glycosyltransferase 74F2-like,LOC101262622
21564,uncharacterized LOC101262623,LOC101262623
21565,adipocyte plasma membrane-associated protein-like,LOC101262624
21566,uncharacterized LOC101262625,LOC101262625
21567,glutamate receptor 2.8-like,LOC101262627
21568,uncharacterized LOC101262629,LOC101262629
21569,"glucan endo-1,3-beta-glucosidase 5-like",LOC101262631
21570,uncharacterized LOC101262632,LOC101262632
21571,G-type lectin S-receptor-like serine/threonine-protein kinase At2g19130-like,LOC101262633
21572,serine/threonine-protein kinase HT1-like,LOC101262634
21573,F-box protein CPR30-like,LOC101262635
21574,uncharacterized LOC101262637,LOC101262637
21575,copper transporter 6-like,LOC101262638
21576,zerumbone synthase-like,LOC101262639
21577,2-hydroxy-6-oxononadienedioate/2-hydroxy-6-oxononatrienedioate hydrolase-like,LOC101262640
21578,uncharacterized LOC101262641,LOC101262641
21579,uncharacterized LOC101262642,LOC101262642
21580,protein LURP-one-related 2-like,LOC101262643
21581,uncharacterized LOC101262644,LOC101262644
21582,uncharacterized LOC101262645,LOC101262645
21583,pentatricopeptide repeat-containing protein At4g39530-like,LOC101262649
21584,uncharacterized LOC101262650,LOC101262650
21585,uncharacterized LOC101262651,LOC101262651
21586,xyloglucan 6-xylosyltransferase-like,LOC101262652
21587,U-box domain-containing protein 9-like,LOC101262653
21588,uncharacterized LOC101262654,LOC101262654
21589,"type I inositol 1,4,5-trisphosphate 5-phosphatase CVP2-like",LOC101262655
21590,uncharacterized LOC101262656,LOC101262656
21591,uncharacterized LOC101262658,LOC101262658
21592,homeobox-leucine zipper protein ATHB-7-like,LOC101262661
21593,probable indole-3-acetic acid-amido synthetase GH3.5-like,LOC101262663
21594,zinc finger CCCH domain-containing protein 44-like,LOC101262664
21595,uncharacterized LOC101262665,LOC101262665
21596,uncharacterized LOC101262666,LOC101262666
21597,secologanin synthase-like,LOC101262667
21598,kirola-like,LOC101262669
21599,pentatricopeptide repeat-containing protein At4g30700-like,LOC101262670
21600,serine carboxypeptidase-like 18-like,LOC101262671
21601,serine carboxypeptidase II-3-like,LOC101262672
21602,peptidyl-prolyl cis-trans isomerase FKBP65-like,LOC101262673
21603,protein SHORT-ROOT-like,LOC101262675
21604,uncharacterized LOC101262676,LOC101262676
21605,germin-like protein 9-3-like,LOC101262677
21606,centromere protein V-like,LOC101262678
21607,uncharacterized LOC101262679,LOC101262679
21608,uncharacterized LOC101262680,LOC101262680
21609,"cold-regulated 413 inner membrane protein 2, chloroplastic-like",LOC101262681
21610,prolyl 4-hydroxylase subunit alpha-1-like,LOC101262682
21611,geraniol 8-hydroxylase-like,LOC101262683
21612,"ribosomal protein S12, mitochondrial-like",LOC101262684
21613,uncharacterized LOC101262686,LOC101262686
21614,uncharacterized LOC101262687,LOC101262687
21615,mitogen-activated protein kinase kinase kinase 3-like,LOC101262689
21616,probable histone H2A.1-like,LOC101262690
21617,uncharacterized LOC101262691,LOC101262691
21618,protein TRANSPARENT TESTA 12-like,LOC101262692
21619,uncharacterized LOC101262694,LOC101262694
21620,tetraspanin-7-like,LOC101262695
21621,uncharacterized LOC101262696,LOC101262696
21622,(6-4)DNA photolyase-like,LOC101262697
21623,3-phosphoinositide-dependent protein kinase 1-like,LOC101262698
21624,uncharacterized LOC101262699,LOC101262699
21625,uncharacterized LOC101262701,LOC101262701
21626,zinc finger protein 207-like,LOC101262702
21627,probable serine/threonine-protein kinase At1g01540-like,LOC101262703
21628,NAC transcription factor NAM-B2-like,LOC101262704
21629,UDP-glucuronic acid decarboxylase 1-like,LOC101262705
21630,UDP-glycosyltransferase 75C1-like,LOC101262706
21631,uncharacterized LOC101262707,LOC101262707
21632,uncharacterized LOC101262708,LOC101262708
21633,zeatin O-glucosyltransferase-like,LOC101262709
21634,uncharacterized LOC101262711,LOC101262711
21635,uncharacterized LOC101262712,LOC101262712
21636,zinc finger CCCH domain-containing protein 55-like,LOC101262713
21637,uncharacterized LOC101262714,LOC101262714
21638,serine carboxypeptidase-like 40-like,LOC101262716
21639,mediator of RNA polymerase II transcription subunit 25-like,LOC101262717
21640,myb-related protein 306-like,LOC101262719
21641,receptor-like serine/threonine-protein kinase SD1-8-like,LOC101262720
21642,ubiquitin-conjugating enzyme E2 7-like,LOC101262721
21643,xylosyltransferase 1-like,LOC101262722
21644,ATP-dependent helicase rhp16-like,LOC101262723
21645,uncharacterized LOC101262725,LOC101262725
21646,3-ketodihydrosphingosine reductase-like,LOC101262727
21647,tubulin beta-1 chain-like,LOC101262728
21648,isoaspartyl peptidase/L-asparaginase-like,LOC101262729
21649,putative late blight resistance protein homolog R1A-10-like,LOC101262730
21650,uncharacterized LOC101262731,LOC101262731
21651,NADP-dependent glyceraldehyde-3-phosphate dehydrogenase-like,LOC101262732
21652,histone-lysine N-methyltransferase ASHH1-like,LOC101262733
21653,homeobox-leucine zipper protein HOX19-like,LOC101262734
21654,syntaxin-51-like,LOC101262735
21655,probable indole-3-acetic acid-amido synthetase GH3.5-like,LOC101262738
21656,uncharacterized LOC101262739,LOC101262739
21657,uncharacterized LOC101262740,LOC101262740
21658,cell cycle checkpoint protein RAD1-like,LOC101262742
21659,F-box/FBD/LRR-repeat protein At1g13570-like,LOC101262743
21660,premnaspirodiene oxygenase-like,LOC101262745
21661,uncharacterized LOC101262746,LOC101262746
21662,"MOSC domain-containing protein 1, mitochondrial-like",LOC101262747
21663,putative disease resistance protein RGA3-like,LOC101262748
21664,T-complex protein 1 subunit theta-like,LOC101262749
21665,putative E3 ubiquitin-protein ligase RF4-like,LOC101262750
21666,dnaJ protein homolog 2-like,LOC101262751
21667,nucleobase-ascorbate transporter 7-like,LOC101262753
21668,ABC transporter C family member 9-like,LOC101262754
21669,uncharacterized LOC101262755,LOC101262755
21670,protein TRANSPARENT TESTA 1-like,LOC101262756
21671,probable LRR receptor-like serine/threonine-protein kinase At2g16250-like,LOC101262757
21672,uncharacterized LOC101262758,LOC101262758
21673,uncharacterized LOC101262759,LOC101262759
21674,F-box/kelch-repeat protein At1g30090-like,LOC101262760
21675,uncharacterized LOC101262761,LOC101262761
21676,oxysterol-binding protein-related protein 3A-like,LOC101262763
21677,probable disease resistance protein At4g27220-like,LOC101262764
21678,trihelix transcription factor GT-2-like,LOC101262765
21679,protein NDR1-like,LOC101262768
21680,F-box/FBD/LRR-repeat protein At5g56420-like,LOC101262770
21681,glucose-induced degradation protein 8 homolog,LOC101262771
21682,uncharacterized LOC101262772,LOC101262772
21683,cation/H(+) antiporter 17-like,LOC101262773
21684,uncharacterized LOC101262774,LOC101262774
21685,uncharacterized LOC101262776,LOC101262776
21686,CTP synthase-like,LOC101262777
21687,cationic amino acid transporter 1-like,LOC101262779
21688,wall-associated receptor kinase 3-like,LOC101262780
21689,11S globulin subunit beta-like,LOC101262781
21690,monoglyceride lipase-like,LOC101262782
21691,bifunctional purple acid phosphatase 26-like,LOC101262785
21692,protease Do-like 7-like,LOC101262786
21693,transcriptional corepressor LEUNIG-like,LOC101262787
21694,uncharacterized LOC101262788,LOC101262788
21695,probable LRR receptor-like serine/threonine-protein kinase At5g10290-like,LOC101262789
21696,uncharacterized LOC101262790,LOC101262790
21697,uncharacterized LOC101262791,LOC101262791
21698,aldo-keto reductase family 4 member C9-like,LOC101262792
21699,protein yippee-like,LOC101262793
21700,probable mitochondrial adenine nucleotide transporter BTL1-like,LOC101262794
21701,putative phospholipid-transporting ATPase 4-like,LOC101262795
21702,uncharacterized LOC101262796,LOC101262796
21703,uncharacterized LOC101262797,LOC101262797
21704,probable non-specific lipid-transfer protein AKCS9-like,LOC101262798
21705,"phosphoribosylaminoimidazole carboxylase, chloroplastic-like",LOC101262799
21706,polynucleotide 5'-hydroxyl-kinase NOL9-like,LOC101262800
21707,uncharacterized LOC101262801,LOC101262801
21708,nuclear transcription factor Y subunit C-1-like,LOC101262802
21709,U-box domain-containing protein 21-like,LOC101262803
21710,"protochlorophyllide-dependent translocon component 52, chloroplastic-like",LOC101262804
21711,lipoxygenase homology domain-containing protein 1-like,LOC101262805
21712,uncharacterized LOC101262806,LOC101262806
21713,VHS domain-containing protein At3g16270-like,LOC101262807
21714,MADS-box transcription factor 27-like,LOC101262808
21715,F-box/kelch-repeat protein At5g42350-like,LOC101262810
21716,transcription factor CAULIFLOWER-like,LOC101262811
21717,nucleobase-ascorbate transporter 7-like,LOC101262812
21718,uncharacterized LOC101262813,LOC101262813
21719,uncharacterized LOC101262814,LOC101262814
21720,glutathione S-transferase U17-like,LOC101262815
21721,transcription repressor KAN1-like,LOC101262816
21722,ATPase family AAA domain-containing protein 1-like,LOC101262817
21723,U-box domain-containing protein 13-like,LOC101262818
21724,inositol-tetrakisphosphate 1-kinase 1-like,LOC101262819
21725,GDSL esterase/lipase At5g62930-like,LOC101262820
21726,"ATP synthase subunit b', chloroplastic-like",LOC101262821
21727,aldehyde dehydrogenase family 3 member H1-like,LOC101262822
21728,caffeic acid 3-O-methyltransferase-like,LOC101262824
21729,uncharacterized LOC101262825,LOC101262825
21730,uncharacterized LOC101262826,LOC101262826
21731,uncharacterized LOC101262827,LOC101262827
21732,uncharacterized LOC101262829,LOC101262829
21733,uncharacterized LOC101262831,LOC101262831
21734,uncharacterized LOC101262832,LOC101262832
21735,probable protein phosphatase 2C 6-like,LOC101262833
21736,uncharacterized LOC101262834,LOC101262834
21737,probable serine/threonine-protein kinase BUD32 homolog,LOC101262835
21738,uncharacterized LOC101262836,LOC101262836
21739,dedicator of cytokinesis protein 10-like,LOC101262837
21740,probable protein phosphatase 2C 61-like,LOC101262839
21741,deoxyribodipyrimidine photo-lyase-like,LOC101262840
21742,zinc finger CCCH domain-containing protein 14-like,LOC101262841
21743,basic 7S globulin-like,LOC101262842
21744,uncharacterized LOC101262843,LOC101262843
21745,uncharacterized LOC101262844,LOC101262844
21746,uncharacterized LOC101262845,LOC101262845
21747,uncharacterized LOC101262846,LOC101262846
21748,ethylene-responsive transcription factor ERF024-like,LOC101262848
21749,uncharacterized LOC101262849,LOC101262849
21750,F-box protein CPR30-like,LOC101262850
21751,putative rRNA methyltransferase YqxC-like,LOC101262851
21752,UDP-glycosyltransferase 75C1-like,LOC101262852
21753,UDP-glycosyltransferase 75B2-like,LOC101262854
21754,BTB/POZ and MATH domain-containing protein 2-like,LOC101262855
21755,cellulose synthase-like protein D5-like,LOC101262856
21756,uncharacterized LOC101262857,LOC101262857
21757,3-ketoacyl-CoA synthase 11-like,LOC101262858
21758,ammonium transporter 3 member 1-like,LOC101262860
21759,kinesin-like protein KIF11-like,LOC101262861
21760,uncharacterized LOC101262864,LOC101262864
21761,serine/threonine-protein kinase PBS1-like,LOC101262865
21762,uncharacterized LOC101262867,LOC101262867
21763,protein prenyltransferase alpha subunit repeat-containing protein 1-like,LOC101262868
21764,chloride channel protein CLC-c-like,LOC101262869
21765,uncharacterized LOC101262870,LOC101262870
21766,"beta-fructofuranosidase, insoluble isoenzyme 1-like",LOC101262871
21767,putative transactivator/viroplasmin protein-like,LOC101262872
21768,putative Holliday junction resolvase-like,LOC101262873
21769,uncharacterized LOC101262874,LOC101262874
21770,"cationic amino acid transporter 2, vacuolar-like",CAT2
21771,uncharacterized LOC101262879,LOC101262879
21772,dof zinc finger protein DOF2.4-like,LOC101262880
21773,F-box protein At5g39250-like,LOC101262881
21774,"pullulanase 1, chloroplastic-like",LOC101262883
21775,uncharacterized LOC101262884,LOC101262884
21776,SNW domain-containing protein 1-like,LOC101262885
21777,uncharacterized LOC101262886,LOC101262886
21778,fidgetin-like protein 1-like,LOC101262887
21779,"50S ribosomal protein L9, chloroplastic-like",LOC101262888
21780,uncharacterized LOC101262889,LOC101262889
21781,cytochrome P450 716B2-like,LOC101262890
21782,signal peptidase complex catalytic subunit SEC11C-like,LOC101262891
21783,mitochondrial-processing peptidase subunit alpha-like,LOC101262892
21784,post-GPI attachment to proteins factor 3-like,LOC101262893
21785,EH domain-containing protein 1-like,LOC101262894
21786,uncharacterized LOC101262895,LOC101262895
21787,E3 ubiquitin-protein ligase SINA-like 10-like,LOC101262896
21788,uncharacterized LOC101262897,LOC101262897
21789,dihydrosphingosine 1-phosphate phosphatase LCB3-like,LOC101262898
21790,protein phosphatase 2C 57-like,LOC101262900
21791,"nudix hydrolase 18, mitochondrial-like",LOC101262901
21792,protein TRANSPARENT TESTA GLABRA 1-like,LOC101262902
21793,serine protease inhibitor 1-like,LOC101262903
21794,probable LRR receptor-like serine/threonine-protein kinase At1g34110-like,LOC101262905
21795,uncharacterized LOC101262906,LOC101262906
21796,uncharacterized LOC101262908,LOC101262908
21797,thaumatin-like protein 1a-like,LOC101262910
21798,uncharacterized LOC101262911,LOC101262911
21799,histidine decarboxylase-like,LOC101262912
21800,transcriptional activator Myb-like,LOC101262913
21801,protein CRABS CLAW-like,LOC101262914
21802,"pentatricopeptide repeat-containing protein At1g80150, mitochondrial-like",LOC101262915
21803,uncharacterized LOC101262916,LOC101262916
21804,polyvinylalcohol dehydrogenase-like,LOC101262917
21805,probable leucine-rich repeat receptor-like protein kinase IMK3-like,LOC101262918
21806,trans-cinnamate 4-monooxygenase-like,LOC101262919
21807,protein disulfide-isomerase-like,LOC101262921
21808,uncharacterized LOC101262922,LOC101262922
21809,"pentatricopeptide repeat-containing protein At1g62670, mitochondrial-like",LOC101262923
21810,serine/threonine-protein phosphatase 6 regulatory subunit 3-like,LOC101262924
